,filename,mainSound,length,sampleRate,quality,isCut,isMixed,isChecked,threat,salience,importance
67,-Kx6UWwabK0_30,siren,10.0,16000,3,0,1,1,4,6,5
68,-LGTb-xyjzA_11,siren,9.0254375,16000,3,0,1,1,9,8,9
69,-LMA6Y2P5MY_160,siren,10.0,16000,3,0,1,1,4,7,7
70,-Mqa-jaS9SU_10,siren,10.0,16000,3,0,1,1,6,8,7
71,-Nc_WkxjQuc_30,siren,10.0,16000,3,0,1,1,7,8,7
72,-OtNDK_Hxp8_30,siren,10.0,16000,3,0,1,1,5,7,6
73,-OtwXXpRB5I_10,siren,10.0,16000,3,0,1,1,5,6,6
74,-PRrNx6_MD0_16,siren,9.039125,16000,3,0,1,1,9,8,9
75,-Pg4vVPs4bE_30,siren,9.5435625,16000,3,0,1,1,5,8,9
76,-QBo1W2w8II_30,siren,10.0,16000,3,0,1,1,6,8,8
77,-QX-ddNtUvE_24,siren,9.80825,16000,3,0,1,1,6,8,8
78,-R1kNV61yP0_30,siren,10.0,16000,3,0,1,1,6,8,7
79,-SkO97C81Ms_30,siren,10.0,16000,3,0,1,1,7,7,8
80,-T8QHPXfIC4_13,siren,9.314375,16000,3,0,1,1,8,9,9
81,-TCqYh0NeRk_30,siren,10.0,16000,3,0,1,1,5,6,5
82,-UBVqmhbT50_30,siren,10.0,16000,3,0,1,1,6,6,8
83,-UCf_-3yzWU_290,siren,10.0,16000,3,0,1,1,7,8,8
84,-USiTjZoh88_30,siren,10.0,16000,3,0,1,1,5,6,7
85,-VULyMtKazE_0,siren,6.873125,16000,3,0,1,1,9,9,9
86,-X0vNLwH1C0_30,siren,10.0,16000,3,0,1,1,7,7,8
87,-XM382S09ok_30,siren,10.0,16000,3,0,1,1,3,6,3
88,-XRiLbb3Syo_2,siren,9.1768125,16000,3,0,1,1,5,7,8
89,-YMXgDKKAwU_30,siren,10.0,16000,3,0,1,1,6,9,7
90,-YsrLG2K1TE_30,siren,10.0,16000,3,0,1,1,6,9,7
91,-ZeMV790MXE_10,siren,9.806625,16000,3,0,1,1,8,9,9
92,-ZtZOcg3s7M_30,siren,10.0,16000,3,0,1,1,5,9,7
93,-_8fdnv6Crg_30,siren,10.0,16000,3,0,1,1,5,7,8
94,-_cK_mzY5wo_50,siren,10.0,16000,3,0,1,1,5,6,5
95,-_u5wrx8Ffo_30,siren,10.0,16000,3,0,1,1,8,7,8
96,-ab9rbF2it4_100,siren,10.0,16000,3,0,1,1,6,8,9
97,-az6BooRLxw_40,siren,10.0,16000,3,0,1,1,9,9,9
98,-bZ6ksaIwQk_30,siren,10.0,16000,3,0,1,1,3,5,6
99,-bfdae74ahc_0,siren,10.0,16000,3,0,1,1,7,9,8
100,-cOjJ0Nvtlw_23,siren,9.751125,16000,3,0,1,1,7,7,8
101,-cbYvBBXE6A_12,siren,10.0,16000,3,0,1,1,2,2,4
102,-cvGWVM9P-M_230,siren,10.0,16000,3,0,1,1,8,9,9
103,-d-T8Y9-TOg_17,siren,9.09925,16000,3,0,1,1,6,5,7
104,-dBTGdL4RFs_30,siren,10.0,16000,3,0,1,1,8,9,9
105,-dSv70aIg_g_80,siren,10.0,16000,3,0,1,1,9,9,9
106,-eXpYZ1Gz9Y_30,siren,10.0,16000,3,0,1,1,6,8,7
107,-eZNV7eD9tQ_0,siren,9.993,16000,3,0,1,1,8,8,9
108,-fCSO8SVWZU_6,siren,9.6001875,16000,3,0,1,1,8,9,9
109,-fGFQTGd2nA_10,siren,8.9786875,16000,5,0,1,1,7,9,9
110,-gH51mNUogA_10,siren,10.0,16000,2,0,1,1,8,9,9
111,-hA1yMrEXz0_10,siren,10.0,16000,2,0,1,1,8,9,9
112,-haSUR_IUto_30,siren,10.0,16000,3,0,1,1,8,9,9
113,-hplTh4SGvs_90,siren,10.0,16000,3,0,1,1,8,9,9
114,-j8EeIX9ynk_40,siren,10.0,16000,3,0,1,1,8,9,9
115,-jCHiO0dPDw_0,siren,9.993,16000,3,0,1,1,8,9,9
116,-j_icZ4nywU_300,siren,10.0,16000,3,0,1,1,8,9,9
117,-jjdbrn9hh8_60,siren,10.0,16000,3,0,1,1,8,9,9
118,-jo8rFlkqBY_360,siren,10.0,16000,3,0,1,1,8,9,9
119,-k6p9n9y22Q_30,siren,10.0,16000,3,0,1,1,8,9,9
120,-kUnVTTuBQY_400,siren,10.0,16000,3,0,1,1,8,9,9
121,-k_PRJ0no1k_450,siren,10.0,16000,3,0,1,1,8,9,9
122,-kr4SUjnm88_29,siren,8.98425,16000,3,0,1,1,8,9,9
123,-lD6JjluyWU_10,siren,10.0,16000,3,0,1,1,8,9,9
124,-lKFUlNs47U_30,siren,10.0,16000,3,0,1,1,8,9,9
125,-lWs7_49gss_30,siren,10.0,16000,3,0,1,1,8,9,9
126,-lyPnABQhCI_30,siren,10.0,16000,3,0,1,1,8,9,9
127,-mwA4XS2DZM_30,siren,10.0,16000,3,0,1,1,8,9,9
128,-nS_DTsDJhs_0,siren,9.993,16000,3,0,1,1,8,9,9
129,-nkRk_om3Fk_2,siren,9.687625,16000,3,0,1,1,8,9,9
130,-npJ2J2xrJU_30,siren,10.0,16000,3,0,1,1,8,9,9
131,-oCvKmNbhl0_100,siren,10.0,16000,3,0,1,1,8,9,9
132,-oEEkPHGgec_30,siren,10.0,16000,3,0,1,1,8,9,9
133,-paRn4bn8Pg_30,siren,10.0,16000,3,0,1,1,8,9,9
134,-plNJuHkxYg_10,siren,10.0,16000,3,0,1,1,8,9,9
135,-qKRKDTbt4c_30,siren,10.0,16000,3,0,1,1,8,9,9
136,-q_H846XdLg_10,siren,10.0,16000,3,0,1,1,8,9,9
137,-rNZiAErhFM_10,siren,10.0,16000,3,0,1,1,8,9,9
138,-rs7FPxzc6w_8,siren,9.7146875,16000,3,0,1,1,8,9,9
139,-sJn3uUxpH8_30,siren,10.0,16000,3,0,1,1,8,9,9
140,-sfn1NDHWJI_30,siren,9.9811875,16000,3,0,1,1,8,9,9
141,-t478yabOQw_30,siren,10.0,16000,3,0,1,1,8,9,9
142,-tWd3jMXGPo_30,siren,10.0,16000,3,0,1,1,8,9,9
143,-tb1M-QeCjI_20,siren,10.0,16000,3,0,1,1,8,9,9
144,-u8XTnRF0pE_70,siren,10.0,16000,3,0,1,1,8,9,9
145,-uD_w-t4T2Q_230,siren,10.0,16000,3,0,1,1,8,9,9
146,-uIyMR9luvg_30,siren,10.0,16000,3,0,1,1,8,9,9
147,-vWpVrlwnvI_70,siren,10.0,16000,3,0,1,1,8,9,9
148,-w-9yF465IY_30,siren,10.0,16000,3,0,1,1,8,9,9
149,-yGUWBenPKI_30,siren,10.0,16000,3,0,1,1,8,9,9
150,-yPSgCn9AWo_30,siren,10.0,16000,3,0,1,1,8,9,9
151,-z3pnj1aMck_0,siren,9.566625,16000,3,0,1,1,8,9,9
152,-zep41ugJvI_260,siren,10.0,16000,3,0,1,1,8,9,9
153,0-vcLH45brE_30,siren,10.0,16000,3,0,1,1,8,9,9
154,0012y1s1bJI_350,siren,10.0,16000,3,0,1,1,8,9,9
155,01BVoCaYsaI_40,siren,10.0,16000,3,0,1,1,8,9,9
156,02-5FpksR4U_30,siren,10.0,16000,3,0,1,1,8,9,9
157,02Ay01wlhbY_0,siren,8.603,16000,3,0,1,1,8,9,9
158,03BwHcWTmCM_30,siren,10.0,16000,3,0,1,1,8,9,9
159,03ikEZjMYpg_30,siren,10.0,16000,3,0,1,1,8,9,9
160,0544zFBjNpI_0,siren,10.0,16000,3,0,1,1,8,9,9
161,0552YhBdeXo_30,siren,10.0,16000,3,0,1,1,8,9,9
162,05s7hgYfGOg_30,siren,10.0004375,16000,3,0,1,1,8,9,9
163,06RreMb5qbE_0,siren,9.993,16000,3,0,1,1,8,9,9
164,06TM6z3NvuY_30,siren,10.0004375,16000,3,0,1,1,8,9,9
165,06_z9D9PemI_30,siren,10.0,16000,3,0,1,1,8,9,9
166,082Xop2Twaw_10,siren,10.0,16000,3,0,1,1,8,9,9
167,089a2UWj08U_10,siren,10.0,16000,3,0,1,1,8,9,9
168,08bVSqAKJiM_60,siren,10.00025,16000,3,0,1,1,8,9,9
169,08pTDgI15os_60,siren,10.0,16000,3,0,1,1,8,9,9
170,08phkjI1dbc_10,siren,10.0,16000,3,0,1,1,8,9,9
171,0956vh5AlJg_10,siren,10.0,16000,3,0,1,1,8,9,9
172,09XH9huI1iU_0,siren,9.10225,16000,3,0,1,1,8,9,9
173,09mLJftOYsc_30,siren,10.0,16000,3,0,1,1,8,9,9
174,09tRKuMuyKU_30,siren,10.0,16000,3,0,1,1,8,9,9
175,09ullHbByoo_30,siren,10.0,16000,3,0,1,1,8,9,9
176,0AJeisb7_wQ_30,siren,10.0,16000,3,0,1,1,8,9,9
177,0BgTyDPgN0U_30,siren,10.0,16000,3,0,1,1,8,9,9
178,0CUi0oGUzjU_30,siren,10.0,16000,3,0,1,1,8,9,9
179,0C_OWfuixCI_30,siren,10.0,16000,3,0,1,1,8,9,9
180,0DQf9PV9U2M_40,siren,10.0,16000,3,0,1,1,8,9,9
181,0DUjd7oRW20_0,siren,7.8019375,16000,3,0,1,1,8,9,9
182,0Dw2vN-ildM_11,siren,9.1549375,16000,3,0,1,1,8,9,9
183,0EPK7Pv_lbE_30,siren,10.0,16000,3,0,1,1,8,9,9
184,0EfFEuQkzIM_30,siren,10.0,16000,3,0,1,1,8,9,9
185,0FjSx63WRNU_30,siren,10.0,16000,3,0,1,1,8,9,9
186,0FqZ-wKg69I_20,siren,10.0,16000,3,0,1,1,8,9,9
187,0Fv4lkRB-BM_140,siren,10.0,16000,3,0,1,1,8,9,9
188,0GpUFFJNFH8_30,siren,10.0,16000,3,0,1,1,8,9,9
189,0I6Mlp27_gM_30,siren,10.0,16000,3,0,1,1,8,9,9
190,0IPF2trqbJQ_14,siren,9.193125,16000,3,0,1,1,8,9,9
191,0M61TBV_iM0_10,siren,10.0,16000,3,0,1,1,8,9,9
192,0ML3norRr8o_10,siren,10.0,16000,3,0,1,1,8,9,9
193,0MPxeI2LAts_110,siren,10.0,16000,3,0,1,1,8,9,9
194,0OaGYUsU_iE_30,siren,10.0,16000,3,0,1,1,8,9,9
195,0OsZwHCkWaI_13,siren,9.128625,16000,3,0,1,1,8,9,9
196,0Po7s7xzlgc_10,siren,10.0,16000,3,0,1,1,8,9,9
197,0R9xLmfL2ho_10,siren,10.0,16000,3,0,1,1,8,9,9
198,0RlXj7apoTY_50,siren,10.0,16000,3,0,1,1,8,9,9
199,0SEPDif46gs_30,siren,10.0,16000,3,0,1,1,8,9,9
200,0SchXNwH9P0_80,siren,10.0,16000,3,0,1,1,8,9,9
201,0SjHwU_cSA8_30,siren,10.0,16000,3,0,1,1,8,9,9
202,0StAomq47Hw_150,siren,10.0,16000,3,0,1,1,8,9,9
203,0TDW_Zi0M9Q_0,siren,10.0,16000,3,0,1,1,8,9,9
204,0U44u2_7GcY_30,siren,10.0,16000,3,0,1,1,8,9,9
205,0UX7Cl2iJJs_10,siren,10.0,16000,3,0,1,1,8,9,9
206,0V0u08TZA_I_30,siren,10.0,16000,3,0,1,1,8,9,9
207,0W1CqVVcV1A_30,siren,10.0,16000,3,0,1,1,8,9,9
208,0WWGckXNRZs_8,siren,10.0,16000,3,0,1,1,8,9,9
209,0XPvk1ZlkBc_30,siren,10.0,16000,3,0,1,1,8,9,9
210,0YXD5OGJPfc_0,siren,7.082125,16000,3,0,1,1,8,9,9
211,0YZfMauT22g_10,siren,10.0,16000,3,0,1,1,8,9,9
212,0Z6RZtumRVs_16,siren,9.3758125,16000,3,0,1,1,8,9,9
213,0_H3ceHAu_A_60,siren,10.0,16000,3,0,1,1,8,9,9
214,0_aJlfGS4xM_30,siren,10.0,16000,3,0,1,1,8,9,9
215,0_uk5tWTU0k_30,siren,10.0,16000,3,0,1,1,8,9,9
216,0aSsMpMfKGo_30,siren,10.0,16000,3,0,1,1,8,9,9
217,0ajeNrLcgDo_0,siren,10.0,16000,3,0,1,1,8,9,9
218,0bnVue36sUs_10,siren,10.0,16000,3,0,1,1,8,9,9
219,0cOGkwEnSXM_40,siren,10.0,16000,3,0,1,1,8,9,9
220,0eVveicx_lk_30,siren,10.0,16000,3,0,1,1,8,9,9
221,0eq4AberCIY_17,siren,9.981625,16000,3,0,1,1,8,9,9
222,0fLwLjKGiCc_30,siren,10.0,16000,3,0,1,1,8,9,9
223,0fvFpzJRYXE_110,siren,10.0,16000,3,0,1,1,8,9,9
224,0fy834E0TkU_30,siren,10.0,16000,3,0,1,1,8,9,9
225,0hL6qn2PfUA_30,siren,10.0,16000,3,0,1,1,8,9,9
226,0hOHsfCsl9k_220,siren,10.0,16000,3,0,1,1,8,9,9
227,0iVM2GY3R_c_30,siren,10.0,16000,3,0,1,1,8,9,9
228,0ilyR36z-M4_10,siren,10.0,16000,3,0,1,1,8,9,9
229,0jd7Awisp2c_70,siren,10.0,16000,3,0,1,1,8,9,9
230,0ljiRkYawcM_30,siren,10.0,16000,3,0,1,1,8,9,9
231,0m--Qi8Yw4k_30,siren,10.0,16000,3,0,1,1,8,9,9
232,0mSKIWoStjc_30,siren,10.0,16000,3,0,1,1,8,9,9
233,0macH9rhrvw_30,siren,10.0,16000,3,0,1,1,8,9,9
234,0nPtStqMn3Q_30,siren,10.0,16000,3,0,1,1,8,9,9
235,0nRjUf5Dm8o_30,siren,10.0,16000,3,0,1,1,8,9,9
236,0nVx-NkDH2k_30,siren,10.0,16000,3,0,1,1,8,9,9
237,0o9p1WlIGkU_21,siren,9.1010625,16000,3,0,1,1,8,9,9
238,0pMmmz_4JG0_140,siren,10.0,16000,3,0,1,1,8,9,9
239,0phl6nlC-n0_50,siren,9.0911875,16000,3,0,1,1,8,9,9
240,0q0VgLw-318_0,siren,9.993,16000,3,0,1,1,8,9,9
241,0q4FlUA0p7s_150,siren,10.0,16000,3,0,1,1,8,9,9
242,0qTClRxN6mY_240,siren,10.0,16000,3,0,1,1,8,9,9
243,0rIniMa2vdQ_28,siren,9.1281875,16000,3,0,1,1,8,9,9
244,-cxnOigT3rI_170,siren,10.0,16000,3,0,1,1,8,9,9
245,-nPhg6Eu4b4_30,siren,10.0,16000,3,0,1,1,8,9,9
246,-pvaJ4DwtRg_3,siren,9.3378125,16000,3,0,1,1,8,9,9
247,-r7Yk-N2Z4U_60,siren,10.0,16000,3,0,1,1,8,9,9
248,0YMoPqWzldw_40,siren,10.0,16000,3,0,1,1,8,9,9
249,0ed_awVtuiM_190,siren,10.0,16000,3,0,1,1,8,9,9
250,0iKyruMo1JA_90,siren,10.0,16000,3,0,1,1,8,9,9
251,0n9spvEiFDo_0,siren,10.0,16000,3,0,1,1,8,9,9
252,0rKDe5UNSlk_30,siren,10.0,16000,3,0,1,1,8,9,9
253,0rZiSfnsQ6g_10,siren,9.6985625,16000,3,0,1,1,8,9,9
254,0sOZffoNx5s_500,siren,10.0,16000,3,0,1,1,8,9,9
255,0sTvPv_IIig_30,siren,10.0,16000,3,0,1,1,8,9,9
256,1mlUy8CU0zo_20,siren,10.0,16000,3,0,1,1,8,9,9
257,29u1uZX_NdU_20,siren,10.0,16000,3,0,1,1,8,9,9
258,2ErbvVnLS3Q_0,siren,10.0,16000,3,0,1,1,8,9,9
259,2jXPc6IC1zE_20,siren,10.0,16000,3,0,1,1,8,9,9
260,2kQlGqmppZo_0,siren,9.993,16000,3,0,1,1,8,9,9
261,2oiSz7tYupA_140,siren,10.0,16000,3,0,1,1,8,9,9
262,2tTIdgl5rlI_400,siren,10.0,16000,3,0,1,1,8,9,9
263,37dY3mT7F9U_40,siren,10.0,16000,3,0,1,1,8,9,9
264,3dH8M2NLNTk_30,siren,10.0,16000,3,0,1,1,8,9,9
265,3zYnLDTa-RQ_10,siren,10.0,16000,3,0,1,1,8,9,9
266,4Hy1t6KBY4o_520,siren,10.0,16000,3,0,1,1,8,9,9
267,4PjxfZ21z3w_40,siren,10.0,16000,3,0,1,1,8,9,9
268,4iFT4mdGwH8_30,siren,10.0,16000,3,0,1,1,8,9,9
269,-4XAxg0q2tU_70,emergency_vehicle,10.0,16000,3,0,1,1,4,9,8
270,-A2_dAe2rKo_30,emergency_vehicle,10.0,16000,3,0,1,1,4,9,8
271,-RlUu1el2G4_30,emergency_vehicle,10.0,16000,3,0,1,1,4,9,8
272,-cvWHrNC6ts_3,emergency_vehicle,9.8835,16000,3,0,1,1,4,9,8
273,-eFFN1zrSIw_100,emergency_vehicle,10.0,16000,3,0,1,1,4,9,8
274,-htXuLUEglY_30,emergency_vehicle,10.0,16000,3,0,1,1,4,9,8
275,--eWXk8if7g_10,exterior,10.0,16000,3,0,1,1,0,3,0
276,-917IKJtnME_60,exterior,10.0,16000,3,0,1,1,0,3,0
277,-B_oIQmZgoI_0,exterior,10.0,16000,3,0,1,1,0,3,0
278,-MZA4kcuaQg_10,exterior,10.0000625,16000,3,0,1,1,0,3,0
279,-RtBvHvCDBA_150,exterior,10.0,16000,3,0,1,1,0,3,0
280,-dYrGHuMiJE_90,exterior,10.0,16000,3,0,1,1,0,3,0
281,-emPr7HpwVk_40,exterior,10.0,16000,3,0,1,1,0,3,0
282,-u59WqAjEbs_190,exterior,10.0,16000,3,0,1,1,0,3,0
283,02Tq-8slsSs_50,exterior,10.0,16000,3,0,1,1,0,3,0
284,09TNWo_t4mA_430,exterior,10.0000625,16000,3,0,1,1,0,3,0
285,09sX0mDrZYI_20,exterior,10.0,16000,3,0,1,1,0,3,0
286,0H8ahMvFHjs_170,exterior,10.0000625,16000,3,0,1,1,0,3,0
287,0aPXqvZke7w_0,exterior,10.0,16000,3,0,1,1,0,3,0
288,0bsklcZwEns_290,exterior,10.0,16000,3,0,1,1,0,3,0
289,0xNNoqqgpWo_50,exterior,10.0,16000,3,0,1,1,0,3,0
290,16No0c0lfhs_60,exterior,10.0,16000,3,0,1,1,0,3,0
291,1BQ8qH4D4ig_10,exterior,10.0,16000,3,0,1,1,0,3,0
292,1L9R2ONTh4Y_0,exterior,10.0,16000,3,0,1,1,0,3,0
293,1MiMeAYPp-0_130,exterior,10.0,16000,3,0,1,1,0,3,0
294,1aeiXjVOgEM_40,exterior,10.0,16000,3,0,1,1,0,3,0
295,1jtKCWIeGsA_110,exterior,10.0,16000,3,0,1,1,0,3,0
296,1kHG61fY8sU_330,exterior,10.0,16000,3,0,1,1,0,3,0
297,1lxc_dUMYOo_50,exterior,9.999375,16000,3,0,1,1,0,3,0
298,1wRFObGWCPI_30,exterior,10.0,16000,3,0,1,1,0,3,0
299,1ymDHlWBXok_50,exterior,10.0,16000,3,0,1,1,0,3,0
300,22odW2B7WSw_30,exterior,10.0,16000,3,0,1,1,0,3,0
301,23W3mvqD8OU_50,exterior,10.0,16000,3,0,1,1,0,3,0
302,25LuA2ofct0_70,exterior,10.0,16000,3,0,1,1,0,3,0
303,2AdsMNf1NyQ_100,exterior,10.0000625,16000,3,0,1,1,0,3,0
304,2Fc6xi0BR1w_40,exterior,10.0,16000,3,0,1,1,0,3,0
305,2KnRuylOQ8w_160,exterior,10.0,16000,3,0,1,1,0,3,0
306,2QDAm3siyWw_310,exterior,10.0,16000,3,0,1,1,0,3,0
307,2Y-zau31s3g_130,exterior,10.0,16000,3,0,1,1,0,3,0
308,2Zgfoj-X5qI_390,exterior,10.0,16000,3,0,1,1,0,3,0
309,2kbR8t02syw_10,exterior,10.0,16000,3,0,1,1,0,3,0
310,2mFPntQR77o_360,exterior,10.0,16000,3,0,1,1,0,3,0
311,30MHkxHeoAg_140,exterior,10.0,16000,3,0,1,1,0,3,0
312,3BkNIsZO19w_20,exterior,10.0,16000,3,0,1,1,0,3,0
313,3D_MvqKuF0U_10,exterior,10.0,16000,3,0,1,1,0,3,0
314,3E8I9PsSN9M_390,exterior,10.0,16000,3,0,1,1,0,3,0
315,3HWWeqzlxeM_40,exterior,10.0,16000,3,0,1,1,0,3,0
316,3NqN_yNrR8Y_50,exterior,9.99975,16000,3,0,1,1,0,3,0
317,3WZ_zRsxV34_340,exterior,10.0,16000,3,0,1,1,0,3,0
318,3aosPce4PqA_570,exterior,10.0,16000,3,0,1,1,0,3,0
319,3jghR1pJCy0_370,exterior,10.0,16000,3,0,1,1,0,3,0
320,3ocI3ISgmWk_260,exterior,10.0,16000,3,0,1,1,0,3,0
321,3u2tqJbjXe8_180,exterior,10.0,16000,3,0,1,1,0,3,0
322,3vk9QLbHYsE_40,exterior,9.3424375,16000,3,0,1,1,0,3,0
323,3yPv38reXCQ_20,exterior,10.0,16000,3,0,1,1,0,3,0
324,41XFqnizfpc_60,exterior,10.0,16000,3,0,1,1,0,3,0
325,4D-wLazIG6o_250,exterior,10.0,16000,3,0,1,1,0,3,0
326,4P8bkHaJie8_470,exterior,10.0,16000,3,0,1,1,0,3,0
327,4ZraMXVdvc0_280,exterior,10.0,16000,3,0,1,1,0,3,0
328,4_u7bY79q5c_170,exterior,10.0,16000,3,0,1,1,0,3,0
329,4kQrhgNGRfA_90,exterior,10.0,16000,3,0,1,1,0,3,0
330,4nTIcIgcOZQ_230,exterior,10.0,16000,3,0,1,1,0,3,0
331,4ofTKK81N_0_70,exterior,10.0,16000,3,0,1,1,0,3,0
332,4r4kJRwvTnk_210,exterior,10.0,16000,3,0,1,1,0,3,0
333,4tw1s2wYVvc_10,exterior,10.0,16000,3,0,1,1,0,3,0
334,5-zEZ_aUnUA_190,exterior,10.0,16000,3,0,1,1,0,3,0
335,53pk4vg4308_430,exterior,10.0,16000,3,0,1,1,0,3,0
336,54cWGaM6Irc_60,exterior,10.0,16000,3,0,1,1,0,3,0
337,55HDNxf3lEY_90,exterior,10.000125,16000,3,0,1,1,0,3,0
338,58f5CkF2cP8_190,exterior,10.0,16000,3,0,1,1,0,3,0
339,58xja1crwBs_470,exterior,10.0,16000,3,0,1,1,0,3,0
340,59juRG1griU_580,exterior,10.0,16000,3,0,1,1,0,3,0
341,5HyjsIT-dms_230,exterior,10.0,16000,3,0,1,1,0,3,0
342,5J2FuSbgOkw_560,exterior,10.0,16000,3,0,1,1,0,3,0
343,5O-g0rxCi4I_80,exterior,10.0,16000,3,0,1,1,0,3,0
344,5VKiYqFMr2Y_0,exterior,9.993,16000,3,0,1,1,0,3,0
345,5YYSwO6o8dk_250,exterior,10.0,16000,3,0,1,1,0,3,0
346,5iDx1K2VRkY_90,exterior,10.0,16000,3,0,1,1,0,3,0
